Benchmark,Benchmark Version,Hardware Vendor	,System,Nodes	,Form Factor	,Result,ssj_ops @ 100% of target load	,ssj_ops @ 90% of target load	,ssj_ops @ 80% of target load	,ssj_ops @ 70% of target load	,ssj_ops @ 60% of target load	,ssj_ops @ 50% of target load	,ssj_ops @ 40% of target load	,ssj_ops @ 30% of target load	,ssj_ops @ 20% of target load	,ssj_ops @ 10% of target load	,Average watts @ 100% of target load	,Average watts @ 90% of target load	,Average watts @ 80% of target load	,Average watts @ 70% of target load	,Average watts @ 60% of target load	,Average watts @ 50% of target load	,Average watts @ 40% of target load	,Average watts @ 30% of target load	,Average watts @ 20% of target load	,Average watts@10% of target load	,Average watts @ active idle	,Performance/power @ 100% of target load	,Performance/power @ 90% of target load	,Performance/power @ 80% of target load	,Performance/power @ 70% of target load	,Performance/power @ 60% of target load	,Performance/power @ 50% of target load	,Performance/power @ 40% of target load	,Performance/power @ 30% of target load	,Performance/power @ 20% of target load	,Performance/power @ 10% of target load	,# Cores,# Chips ,# Cores Per Chip ,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory (GB),Operating System,Operating System Version,DIMMS,Memory Description	,Power Provisioning ,Disk Drive ,Disk Controller ,Power Management ,Power Supply Details ,Power Supplies Installed ,Power Supply Rating (watts),HW Avail,Hardware release year,SW Avail,Tested By,Published,Disclosures
power_ssj2008,1.2,DEPO Computers,DEPO Storm 3350V2,1,2U,5244,1.63E+06,1.48E+06,1.31E+06,1.15E+06,977672,819493,656656,493439,329285,164218,232,217,189,176,163,151,138,128,118,107,97.1,7041,6802,6926,6512,5987,5438,4743,3847,2788,1529,20,2,10,2,Intel Xeon E5-2660 v2,2200,"10 core, 2.20GHz, 25MB L3 Cache (Turbo Boost Technology up to 3.0 GHz)","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,25 MB I+D on chip per chip,None,32,Microsoft Windows Server 2012 R2 Standard,6.3.9600.16384,8 x 4 GB,"4GB 1Rx4 PC3-12800R ECC CL11; slots A1, B1, C1, D1, E1, F1, G1, H1 populated",Line-powered,1 x 1TB Hitachi SATA (HUA722010CLA330),Integrated SATA controller,Disabled,PWS-741P-1R,2,740,Mar-2014,2014,Jun-2013,DEPO Computers,Oct-2014,"<A HREF=""/power_ssj2008/results/res2014q4/power_ssj2008-20140728-00659.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2014q4/power_ssj2008-20140728-00659.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,"Dell PowerEdge R710 (Intel Xeon X5675, 3.06 GHz)",1,2U,3214,955936,860708,768669,668881,578522,478275,383208,287023,190309,95754,227,205,187,170,157,147,137,127,117,104,62.2,4208,4200,4119,3942,3683,3257,2802,2262,1633,919,12,2,6,2,Intel Xeon X5675,3066,"6 Core, 3.06 GHz","1,2 chip",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,24,Microsoft Windows 2008 Enterprise x64 Edition,R2 SP1,6 x 4096 MB,4GB 2Rx4 PC3L-10600R ECC,Line-powered,"1 x 50GB SSD 2.5"" SATA (Dell PN X2N7H)",PERC H200 Integrated,Power Saver Mode in OS (See Notes),Dell P/N VPR1M,1,570,Feb-2011,2011,Apr-2011,Dell Inc.,Nov-2011,"<A HREF=""/power_ssj2008/results/res2011q4/power_ssj2008-20111018-00402.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2011q4/power_ssj2008-20111018-00402.txt"">Text</A>"
power_ssj2008,1.1,Dell Inc.,PowerEdge 1950 III (Intel Xeon E5440),1,--,712,284028,257533,230234,201611,172604,144236,115928,85343,57402,29070,244,239,233,226,218,208,196,183,170,156,143,1164,1077,988,892,793,695,592,467,337,187,8,2,4,1,Intel Xeon E5440,2833,1333 MHz system bus,"1,2 chips",32KB I + 32KB D on chip per core,"12 MB I+D on chip per chip, 6 MB shared/2 cores",None,None,8,Microsoft Windows Server 2003 R2 Enterprise x64 Edition,Service Pack 2,4x2048MB,"DDR2-667 CL5 FBDIMM; slots 1, 3, 5, and 7 populated",Line-powered,"1 x 73GB 10K RPM 2.5"" SAS",SAS 6iR,Enabled (Server Balanced Power and Performance),Dell P/N UU452,1,670,Mar-2008,2008,Oct-2007,Dell Inc.,Feb-2008,"<A HREF=""/power_ssj2008/results/res2008q1/power_ssj2008-20080212-00035.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2008q1/power_ssj2008-20080212-00035.txt"">Text</A>"
power_ssj2008,1.1,Dell Inc.,PowerEdge 2950 III (Intel Xeon E5440),1,--,719,298188,269554,241701,211354,180508,148959,121477,90702,60493,29990,254,249,242,234,225,214,203,190,177,161,147,1172,1084,997,901,801,695,599,477,342,187,8,2,4,1,Intel Xeon E5440,2833,1333 MHz system bus,"1,2 chips",32KB I + 32KB D on chip per core,"12 MB I+D on chip per chip, 6 MB shared/2 cores",None,None,16,Microsoft Windows Server 2003 R2 Enterprise x64 Edition,Service Pack 2,4x4096MB,"DDR2-667 CL5 FBDIMM; slots 1, 3, 5, and 7 populated",Line-powered,"1 x 73GB 10K RPM 2.5"" SAS",SAS 6iR,Enabled (Server Balanced Power and Performance),Dell P/N DX385,1,750,Mar-2008,2008,Oct-2007,Dell Inc.,Feb-2008,"<A HREF=""/power_ssj2008/results/res2008q1/power_ssj2008-20080212-00036.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2008q1/power_ssj2008-20080212-00036.txt"">Text</A>"
power_ssj2008,0.23,Dell Inc.,PowerEdge 2950 III (Intel Xeon E5440),1,--,682,305413,276648,245357,215440,184267,152157,122745,92575,61277,31319,276,270,262,253,243,230,217,204,189,173,157,1105,1025,937,851,758,660,565,454,324,182,8,2,4,1,Intel Xeon E5440,2833,1333 MHz system bus,"1,2 chips",32KB I + 32KB D on chip per core,"12 MB I+D on chip per chip, 6 MB shared / 2 cores",None,None,16,Microsoft Windows Server 2003 R2 Enterprise x64 Edition,Service Pack 2,4x4096MB,"DDR2-667 CL5 FBDIMM; slots 1, 3, 5, 7 populated",Line-powered,"1 x 73GB 10K RPM 2.5"" SAS",SAS 6iR,Enabled (Server Balanced Power and Performance),Dell P/N Y8132,1,750,Nov-2007,2007,Oct-2007,Dell Inc.,Dec-2007,"<A HREF=""/power_ssj2008/results/res2007q4/power_ssj2008-20071128-00013.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2007q4/power_ssj2008-20071128-00013.txt"">Text</A>"
power_ssj2008,1.1,Dell Inc.,"PowerEdge 2970 (AMD Opteron 2356, 2.30 GHz)",1,--,545,247542,229155,199958,174813,150648,126027,101850,75426,50116,24509,302,292,277,263,249,236,223,205,185,164,139,820,784,723,666,604,533,457,368,271,150,8,2,4,1,AMD Opteron 2356,2300,"Quad-Core, 2.30 GHz, 2 MB L3 Cache","1,2 chips",64 KB I + 64 KB D on chip per core,512 KB I+D on chip per core,2 MB I+D on chip per chip,None,16,Microsoft Windows Server 2003 R2 Enterprise x64 Edition,SP2,4 x 4096 MB,"DDR2-667 CL6; Slots A1,A2 and B1,B2 populated",Line-powered,1 x 73GB 10K RPM SAS,SAS 6iR,Enabled (Server Balanced Power and Performance),Dell Part Number GM266,1,750,Nov-2007,2007,Apr-2008,Dell Inc.,Jan-2009,"<A HREF=""/power_ssj2008/results/res2009q1/power_ssj2008-20081212-00104.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2009q1/power_ssj2008-20081212-00104.txt"">Text</A>"
power_ssj2008,1.1,Dell Inc.,"PowerEdge 2970 (AMD Opteron 2382, 2.60 GHz)",1,--,851,331257,301919,265888,232957,199712,167596,133985,99992,67241,33103,258,249,235,222,210,198,184,172,160,141,127,1282,1214,1133,1048,952,847,727,581,421,235,8,2,4,1,AMD Opteron 2382,2600,"Quad-Core, 2.60 GHz, 6 MB L3 Cache","1,2 chips",64 KB I + 64 KB D on chip per core,512 KB I+D on chip per core,6 MB I+D on chip per chip,None,16,Microsoft Windows Server 2003 R2 Enterprise x64 Edition,SP2,4 x 4096 MB,"DDR2-800 CL6; Slots A1,A2 and B1,B2 populated",Line-powered,1 x 73GB 10K RPM SAS,SAS 6iR,Enabled (Server Balanced Power and Performance),Dell Part Number GM266,1,750,Nov-2008,2008,Apr-2008,Dell Inc.,Jan-2009,"<A HREF=""/power_ssj2008/results/res2009q1/power_ssj2008-20081212-00105.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2009q1/power_ssj2008-20081212-00105.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,PowerEdge C5220 (Intel Xeon E3-1265LV2),12,Blade,6000,5.26E+06,4.75E+06,4.22E+06,3.69E+06,3.16E+06,2.63E+06,2.11E+06,1.58E+06,1.05E+06,527234,672,635,597,539,481,427,386,345,303,254,194,7829,7479,7077,6858,6578,6160,5481,4582,3476,2075,48,12,4,2,Intel Xeon E3-1265LV2,2500,"Quad-Core, 2.50GHz, 8MB L3 Cache (Turbo Boost Technology up to 3.50 GHz)",1 chip,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,8 MB I+D on chip per chip,None,96,Microsoft Windows 2008 Server Enterprise x64 Edition,R2 SP1,2 x 4096 MB,"4GB 2Rx8 PCL3-12800E ECC CL11; slots 1,3 populated",Line-powered,"1 x 100GB SSD, 2.5"" SATA, Dell P/N DYW42",Integrated SATA controller,Power Saver Mode in OS (see SUT Notes),N/A,0,0,Jan-2013,2013,Jun-2012,Dell Inc.,Apr-2013,"<A HREF=""/power_ssj2008/results/res2013q2/power_ssj2008-20130402-00601.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2013q2/power_ssj2008-20130402-00601.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,"PowerEdge C6100 (Intel Xeon X5675, 3.06 GHz)",4,2U,3281,3.66E+06,3.31E+06,2.94E+06,2.57E+06,2.20E+06,1.84E+06,1.47E+06,1.10E+06,737146,366435,895,800,709,635,583,542,503,463,423,375,227,4094,4139,4139,4052,3778,3391,2924,2374,1742,976,48,8,6,2,Intel Xeon 5675,3067,"6-Core, 3.06GHz, 12MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,64,Microsoft Windows 2008 Enterprise x64 Edition,R2 SP1 (64-bit),4 x 4096 MB,"4GB 2Rx8 PC3L-10600R ECC ; slots A0,A1,B0,B1 populated",Line-powered,"1 x 50GB SSD 2.5"" SATA (Dell PN Y949P)",On Board SATA,Enabled (See SUT Notes),N/A,0,0,Sep-2011,2011,Apr-2011,Dell Inc.,Nov-2011,"<A HREF=""/power_ssj2008/results/res2011q4/power_ssj2008-20111010-00399.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2011q4/power_ssj2008-20111010-00399.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,"PowerEdge C6105 (AMD Opteron 4376HE, 2.6 GHz)",4,Blade,4510,3.21E+06,2.90E+06,2.57E+06,2.26E+06,1.93E+06,1.61E+06,1.29E+06,965335,647289,320668,573,538,501,458,408,350,307,266,229,187,106,5597,5383,5135,4934,4738,4587,4199,3626,2821,1714,64,8,8,1,AMD Opteron 4376HE,2600,"8-Core, 2.6GHz, 8MB L3 Cache","1,2 chips",256 KB I + 128 KB D on chip per chip,"8 MB I+D on chip per chip, 2 MB shared / 2 cores",8 MB I+D on chip per chip,None,64,Microsoft Windows 2008 Enterprise x64 Edition,R2 SP1 (64-bit),4 x 4096 MB,"4GB 2Rx8 PC3L-10600R ECC ; slots A0,A1,B0,B1 populated",Line-powered,"1 x 500GB 2.5"" SATA 7200RPM (Dell PN: TH2NR)",Onboard SATA,Power Saver Plan in OS,N/A,0,0,Feb-2013,2013,Jun-2012,Dell Inc.,Jan-2013,"<A HREF=""/power_ssj2008/results/res2013q1/power_ssj2008-20121218-00591.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2013q1/power_ssj2008-20121218-00591.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,"PowerEdge C6145 (AMD Opteron 6380, 2.50 GHz)",2,Blade,4499,6.18E+06,5.58E+06,4.96E+06,4.33E+06,3.72E+06,3.10E+06,2.48E+06,1.86E+06,1.24E+06,616627,1105,1038,962,883,790,690,595,510,437,362,196,5589,5378,5151,4904,4701,4496,4163,3640,2837,1702,128,8,16,1,AMD Opteron 6380 (2.50GHz),2500,"16-Core, 2.50GHz, 16MB L3 Cache","2,4 chips",512 KB I + 256 KB D on chip per chip,"16 MB I+D on chip per chip, 2 MB shared / 2 cores","16 MB I+D on chip per chip, 8MB shared / 8  cores",None,128,Microsoft Windows 2008 Enterprise x64 Edition,R2 SP1 (64-bit),16 x 4096 MB,"4GB 2Rx8 PC3L-10600R ECC ; Slots A1-A4, B1-B4, C1-C4, D1-D4 populated",Line-powered,"1 x 500GB 2.5"" SATA 7200 RPM (Dell PN: TH2NR)",Onboard SATA,Power Saver plan in OS,N/A,0,0,Feb-2013,2013,Jun-2012,Dell Inc.,Jan-2013,"<A HREF=""/power_ssj2008/results/res2013q1/power_ssj2008-20121218-00592.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2013q1/power_ssj2008-20121218-00592.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,PowerEdge C6320 (Intel Xeon E5-2699 v3 2.30 GHz),4,2U,9472,1.29E+07,1.18E+07,1.03E+07,9.03E+06,7.75E+06,6.46E+06,5.18E+06,3.87E+06,2.58E+06,1.29E+06,1229,1071,924,802,705,647,589,522,449,371,210,10533,10978,11189,11267,10993,9994,8785,7422,5749,3489,144,8,18,2,Intel Xeon E5-2699 v3 2.30 GHz,2300,"18 core, 2.30 GHz, 45 MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,45 MB I+D on chip per chip,None,256,Microsoft Windows Server 2008 R2 Enterprise SP1,Version 6.1.7601 Service Pack 1 Build 7601,8 x 8196 MB,"8GB 2Rx8 PC4-2133P ECC; slots A1-4, B1-4 populated Dell P/N H8PGN",Line-powered,1 x 160GB SATA SSD Dell P/N PX9CC,Integrated SATA Controller,Enabled (see SUT Notes),N/A,0,0,Jun-2015,2015,Jun-2013,Dell Inc.,Jul-2015,"<A HREF=""/power_ssj2008/results/res2015q3/power_ssj2008-20150707-00697.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2015q3/power_ssj2008-20150707-00697.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,"PowerEdge C6615 (AMD EPYC 8534P, 2.30 GHz)",3,Blade,27010,2.13E+07,1.94E+07,1.72E+07,1.51E+07,1.29E+07,1.08E+07,8.61E+06,6.45E+06,4.31E+06,2.15E+06,632,597,554,471,409,378,350,319,284,244,138,33703,32452,31125,31990,31559,28458,24586,20236,15201,8827,192,3,64,2,AMD EPYC 8534P,2300,"64-Core, 2.30GHz, 128 MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"128 MB I+D on chip per chip, 16 MB shared / 8 cores",None,288,Microsoft Windows Server 2022 Datacenter,Version 21H2(OS Build 20348.558),6 x 16 GB,16GB 1Rx8 PC5-4800-R (Slots A1-6 populated),Line-powered,"1 x Dell NVMe PE8010 RI M.2 960GB, Dell p/n 21GXV","BOSS controller card, Dell p/n 3YGWT",Power saver power plan enabled in OS,Shared,0,0,Dec-2023,2023,Feb-2022,Dell Inc.,Oct-2023,"<A HREF=""/power_ssj2008/results/res2023q4/power_ssj2008-20231010-01324.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q4/power_ssj2008-20231010-01324.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,"PowerEdge C6615 (AMD EPYC 8534P, 2.30 GHz)",2,Blade,26218,1.43E+07,1.30E+07,1.15E+07,1.01E+07,8.67E+06,7.22E+06,5.76E+06,4.33E+06,2.89E+06,1.44E+06,433,409,380,324,282,262,242,222,198,171,100,33008,31749,30364,31190,30716,27619,23774,19525,14612,8456,128,2,64,2,AMD EPYC 8534P,2300,"64-Core, 2.30GHz, 128 MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"128 MB I+D on chip per chip, 16 MB shared / 8 cores",None,192,Microsoft Windows Server 2022 Datacenter,Version 21H2(OS Build 20348.558),6 x 16 GB,16GB 1Rx8 PC5-4800-R (Slots A1-6 populated),Line-powered,"1 x Dell NVMe PE8010 RI M.2 960GB, Dell p/n 21GXV","BOSS controller card, Dell p/n 3YGWT",Power saver power plan enabled in OS,Shared,0,0,Dec-2023,2023,Feb-2022,Dell Inc.,Oct-2023,"<A HREF=""/power_ssj2008/results/res2023q4/power_ssj2008-20231010-01325.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q4/power_ssj2008-20231010-01325.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,"PowerEdge C6615 (AMD EPYC 8534P, 2.30 GHz)",4,Blade,27398,2.85E+07,2.59E+07,2.30E+07,2.01E+07,1.73E+07,1.44E+07,1.15E+07,8.62E+06,5.76E+06,2.88E+06,838,790,732,622,539,499,461,419,372,318,174,34034,32783,31440,32362,31998,28835,24927,20562,15481,9037,256,4,64,2,AMD EPYC 8534P,2300,"64-Core, 2.30GHz, 128 MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"128 MB I+D on chip per chip, 16 MB shared / 8 cores",None,384,Microsoft Windows Server 2022 Datacenter,Version 21H2(OS Build 20348.558),6 x 16 GB,16GB 1Rx8 PC5-4800-R (Slots A1-6 populated),Line-powered,"1 x Dell NVMe PE8010 RI M.2 960GB, Dell p/n 21GXV","BOSS controller card, Dell p/n 3YGWT",Power saver power plan enabled in OS,Shared,0,0,Dec-2023,2023,Feb-2022,Dell Inc.,Oct-2023,"<A HREF=""/power_ssj2008/results/res2023q4/power_ssj2008-20231010-01326.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q4/power_ssj2008-20231010-01326.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,"PowerEdge C6615 (AMD EPYC 8534P, 2.30 GHz)",1,Blade,24169,7.07E+06,6.42E+06,5.72E+06,5.00E+06,4.29E+06,3.57E+06,2.86E+06,2.14E+06,1.43E+06,713670,227,215,200,171,151,140,131,120,108,95.2,63.4,31138,29936,28636,29137,28434,25452,21828,17782,13181,7496,64,1,64,2,AMD EPYC 8534P,2300,"64-Core, 2.30GHz, 128 MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"128 MB I+D on chip per chip, 16 MB shared / 8 cores",None,96,Microsoft Windows Server 2022 Datacenter,Version 21H2(OS Build 20348.558),6 x 16 GB,16GB 1Rx8 PC5-4800-R (Slots A1-6 populated),Line-powered,"1 x Dell NVMe PE8010 RI M.2 960GB, Dell p/n 21GXV","BOSS controller card, Dell p/n 3YGWT",Power saver power plan enabled in OS,"1800W, Dell p/n H66J1",1,1800,Dec-2023,2023,Feb-2022,Dell Inc.,Sep-2023,"<A HREF=""/power_ssj2008/results/res2023q3/power_ssj2008-20230912-01316.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q3/power_ssj2008-20230912-01316.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,"PowerEdge C6615 (AMD EPYC 8534P, 2.30 GHz)",4,Blade,26411,2.83E+07,2.57E+07,2.29E+07,2.00E+07,1.72E+07,1.43E+07,1.14E+07,8.58E+06,5.72E+06,2.86E+06,853,806,746,638,556,516,478,436,389,336,189,33190,31944,30655,31391,30851,27700,23903,19655,14681,8521,256,4,64,2,AMD EPYC 8534P,2300,"64-Core, 2.30GHz, 128 MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,"128 MB I+D on chip per chip, 16 MB shared / 8 cores",None,384,Microsoft Windows Server 2022 Datacenter,Version 21H2(OS Build 20348.558),6 x 16 GB,16GB 1Rx8 PC5-4800-R (Slots A1-6 populated),Line-powered,"1 x Dell NVMe PE8010 RI M.2 960GB, Dell p/n 21GXV","BOSS controller card, Dell p/n 3YGWT",Power saver power plan enabled in OS,"1800W, Dell p/n H66J1",1,1800,Dec-2023,2023,Feb-2022,Dell Inc.,Sep-2023,"<A HREF=""/power_ssj2008/results/res2023q3/power_ssj2008-20230912-01317.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q3/power_ssj2008-20230912-01317.txt"">Text</A>"
power_ssj2008,1.1,Dell Inc.,PowerEdge Energy Smart 1950 III (Intel Xeon L5420),1,--,744,282904,255378,228157,199059,170518,141502,114231,86469,57474,28141,226,222,217,211,204,196,187,177,166,154,143,1252,1153,1053,944,836,721,611,489,347,183,8,2,4,1,Intel Xeon L5420,2500,"Quad-Core, 2.50GHz, 1333MHz System Bus","1,2 chips",32 KB I + 32 KB D on chip per core,"12 MB I+D on chip per chip, 6MB shared/2 cores",None,None,8,Microsoft Windows Server 2003 R2 Enterprise x64 Edition,Service Pack 2,4 x 2048 MB,"DDR2-667 CL5 FBDIMM; Slots 1,3,5,7 populated",Line-powered,1 x 73GB 10K RPM SAS,SAS 6iR,Enabled (Server Balanced Power and Performance),Dell P/N UU452,1,670,May-2008,2008,Mar-2008,Dell Inc.,Jul-2008,"<A HREF=""/power_ssj2008/results/res2008q3/power_ssj2008-20080715-00065.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2008q3/power_ssj2008-20080715-00065.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,PowerEdge FC630 (Intel Xeon E5-2699 v3 2.30 GHz),4,2U,9288,1.30E+07,1.18E+07,1.04E+07,9.07E+06,7.77E+06,6.48E+06,5.19E+06,3.89E+06,2.59E+06,1.29E+06,1256,1105,948,823,721,658,593,525,455,382,228,10332,10716,10931,11021,10773,9857,8745,7411,5683,3385,144,8,18,2,Intel Xeon E5-2699 v3 2.30 GHz,2300,"18 core, 2.30 GHz, 45 MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,45 MB I+D on chip per chip,None,256,Microsoft Windows Server 2008 R2 Enterprise SP1,Version 6.1.7601 Service Pack 1 Build 7601,8 x 8 GB,"8GB 2Rx8 PC4-2133P ECC; slots A1-4, B1-4 populated Dell P/N H8PGM",Line-powered,1 x 120GB SATA SSD Dell P/N XRD5Y,Embedded SATA,Power Saver power plan in OS (see SUT Notes),N/A,0,0,Jun-2015,2015,Jun-2013,Dell Inc.,Aug-2015,"<A HREF=""/power_ssj2008/results/res2015q3/power_ssj2008-20150721-00701.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2015q3/power_ssj2008-20150721-00701.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,"PowerEdge HS5610 (Intel Xeon Gold 6448Y, 2.10 GHz)",1,1U,11564,8.45E+06,7.61E+06,6.76E+06,5.91E+06,5.07E+06,4.22E+06,3.38E+06,2.55E+06,1.69E+06,843642,602,600,535,448,360,325,295,268,245,220,122,14036,12693,12616,13201,14084,12972,11470,9517,6894,3835,64,2,32,2,Intel Xeon Gold 6448Y,2100,"32-Core, 2.10GHz, 60MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,60 MB I+D on chip per chip,None,256,Microsoft Windows Server 2022 Standard 21H2,20348.14873,16 x 16 GB,"16 x 16GB 1Rx8 PC5-4800-R (Slots A1-8, B1-8 populated)",Line-powered,1 x Dell DC NVMe PE8010 RI U.2 960GB Dell p/n XCDFV,Integrated PCIe Controller,Power saver power plan enabled in OS,"1400W 80Plus Titanium, Dell p/n 1CW9G",1,1400,Apr-2023,2023,Aug-2022,Dell Inc.,Mar-2024,"<A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240227-01376.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240227-01376.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,"PowerEdge HS5610 (Intel Xeon Gold 6448Y, 2.10 GHz)",1,1U,10135,4.25E+06,3.85E+06,3.42E+06,2.99E+06,2.57E+06,2.13E+06,1.71E+06,1.28E+06,857488,426637,318,318,315,290,253,179,164,149,133,122,76.2,13342,12109,10845,10318,10160,11944,10427,8636,6425,3489,32,1,32,2,Intel Xeon Gold 6448Y,2100,"32-Core, 2.10GHz, 60MB L3 Cache",1 chip,32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,60 MB I+D on chip per chip,None,128,Microsoft Windows Server 2022 Standard 21H2,20348.14873,8 x 16 GB,8 x 16GB 1Rx8 PC5-4800-R (Slots A1-8 populated),Line-powered,1 x Dell DC NVMe PE8010 RI U.2 960GB Dell p/n XCDFV,Integrated PCIe Controller,Power saver power plan enabled in OS,"1400W 80Plus Titanium, Dell p/n 1CW9G",1,1400,Apr-2023,2023,Aug-2022,Dell Inc.,Mar-2024,"<A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240227-01377.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240227-01377.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,"PowerEdge HS5620 (Intel Xeon Gold 6548Y, 2.50 GHz)",1,1U,12533,8.90E+06,8.07E+06,7.17E+06,6.27E+06,5.37E+06,4.48E+06,3.58E+06,2.69E+06,1.79E+06,894984,602,583,500,423,367,330,295,263,233,205,125,14795,13829,14338,14828,14611,13575,12145,10243,7679,4357,64,2,32,2,Intel Xeon Gold 6548Y,2500,"32-Core, 2.50GHz, 60MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,60 MB I+D on chip per chip,None,256,Microsoft Windows Server 2022 Standard 21H2,20348.14873,16 x 16 GB,"16GB 1Rx8 PC5-5600-R (Slots A1-8, B1-8 populated)",Line-powered,1 x Dell DC NVMe PE8010 RI U.2 960GB Dell p/n XCDFV,Integrated PCIe Controller,Power saver power plan enabled in OS,"1400W 80Plus Titanium, Dell p/n 1CW9G",1,1400,Jan-2024,2024,Jan-2023,Dell Inc.,Apr-2024,"<A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240408-01396.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240408-01396.txt"">Text</A>"
power_ssj2008,1.2,Dell Inc.,PowerEdge M420,32,Blade,4535,3.70E+07,3.34E+07,2.97E+07,2.60E+07,2.23E+07,1.85E+07,1.48E+07,1.11E+07,7.42E+06,3.71E+06,6854,6364,5539,4804,4224,3797,3439,3040,2726,2411,1773,5396,5250,5357,5409,5268,4885,4314,3665,2722,1538,512,64,8,2,Intel Xeon E5-2470 (2.3 GHz),2300,"8 Core, 2.30 GHz, 20MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per chip,20 MB I+D on chip per chip,None,768,Windows 2008 Server Enterprise x64 Edition,R2 SP1,6 x 4096 MB,"4GB 2Rx8 PC3L-10600R ECC RDIMM, Slots A1-A3, B1-B3 populated",Line-powered,"1 x 50 GB 1.8"" SATA SSD Dell P/N 02KFM",PERC H310,Power Saver Mode in OS (See Notes),Shared,0,0,May-2012,2012,Dec-2011,Dell Inc.,Jul-2012,"<A HREF=""/power_ssj2008/results/res2012q3/power_ssj2008-20120626-00504.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2012q3/power_ssj2008-20120626-00504.txt"">Text</A>"
